DateTime,RH [%],Temperature [°C],WBT_C
2024-08-01 19:24:08.000,71,31,26.7
2024-08-01 19:34:08.000,69.5,31,26.4
2024-08-01 19:44:08.000,70.4,30.9,26.5
2024-08-01 19:54:08.000,70.8,30.9,26.6
2024-08-01 20:04:08.000,72.6,30.9,26.8
2024-08-01 20:14:08.000,72.5,30.8,26.8
2024-08-01 20:24:08.000,73,30.7,26.7
2024-08-01 20:34:08.000,71.7,30.7,26.5
2024-08-01 20:44:08.000,73.3,30.6,26.7
2024-08-01 20:54:08.000,72.4,30.5,26.5
2024-08-01 21:04:08.000,70.4,30.5,26.1
2024-08-01 21:14:08.000,70.8,30.4,26.1
2024-08-01 21:24:08.000,70.7,30.5,26.2
2024-08-01 21:34:08.000,69,30.6,26
2024-08-01 21:44:08.000,69.3,30.6,26
2024-08-01 21:54:08.000,70.8,30.3,26
2024-08-01 22:04:08.000,71.1,30.2,26
2024-08-01 22:14:08.000,71.3,30.4,26.2
2024-08-01 22:24:08.000,70.4,30.6,26.2
2024-08-01 22:34:08.000,69.7,30.6,26.1
2024-08-01 22:44:08.000,69.5,30.6,26.1
2024-08-01 22:54:08.000,69.6,30.6,26.1
2024-08-01 23:04:08.000,70.1,30.5,26.1
2024-08-01 23:14:08.000,70.3,30.4,26
2024-08-01 23:24:08.000,70.8,30.4,26.1
2024-08-01 23:34:08.000,70.9,30.4,26.1
2024-08-01 23:44:08.000,71.1,30.3,26.1
2024-08-01 23:54:08.000,71.5,30.2,26.1
2024-08-02 00:04:08.000,71.7,30.2,26.1
2024-08-02 00:14:08.000,72.1,30.1,26.1
2024-08-02 00:24:08.000,72.1,30.2,26.1
2024-08-02 00:34:08.000,72.3,30.1,26.1
2024-08-02 00:44:08.000,72.6,30.1,26.1
2024-08-02 00:54:08.000,73.2,29.9,26
2024-08-02 01:04:08.000,73.2,29.9,26
2024-08-02 01:14:08.000,73.3,29.9,26
2024-08-02 01:24:08.000,73.7,29.9,26.1
2024-08-02 01:34:08.000,73.6,29.9,26.1
2024-08-02 01:44:08.000,73.9,29.8,26.1
2024-08-02 01:54:08.000,73.6,29.8,25.9
2024-08-02 02:04:08.000,73.8,29.8,26
2024-08-02 02:14:08.000,73.5,29.7,25.9
2024-08-02 02:24:08.000,73.9,29.7,25.9
2024-08-02 02:34:08.000,75,29.6,26
2024-08-02 02:44:08.000,75.6,29.4,25.9
2024-08-02 02:54:08.000,74.4,29.5,25.8
2024-08-02 03:04:08.000,73.4,29.6,25.8
2024-08-02 03:14:08.000,74.5,29.4,25.8
2024-08-02 03:24:08.000,75.8,29.3,25.8
2024-08-02 03:34:08.000,74.8,29.4,25.8
2024-08-02 03:44:08.000,74.4,29.4,25.8
2024-08-02 03:54:08.000,74.6,29.4,25.7
2024-08-02 04:04:08.000,74.6,29.5,25.8
2024-08-02 04:14:09.000,75.9,29.3,25.8
2024-08-02 04:24:09.000,76.4,29.2,25.8
2024-08-02 04:34:09.000,76.3,29.2,25.8
2024-08-02 04:44:09.000,76.2,29.2,25.8
2024-08-02 04:54:09.000,75.5,29.4,25.9
2024-08-02 05:04:09.000,75.7,29.4,25.9
2024-08-02 05:14:09.000,76,29.3,25.9
2024-08-02 05:24:09.000,76.6,29.2,25.9
2024-08-02 05:34:09.000,76.9,29.2,25.9
2024-08-02 05:44:09.000,75.7,29.4,25.9
2024-08-02 05:54:09.000,77.5,29.2,26
2024-08-02 06:04:09.000,78,29.2,26.1
2024-08-02 06:14:09.000,77.8,29.1,26
2024-08-02 06:24:09.000,77.1,29.1,25.8
2024-08-02 06:34:09.000,77.7,29.1,25.9
2024-08-02 06:44:09.000,76.4,29.4,26
2024-08-02 06:54:09.000,76.8,29.2,25.9
2024-08-02 07:04:09.000,77.2,29.2,26
2024-08-02 07:14:09.000,76.2,29.4,26
2024-08-02 07:24:09.000,75.6,29.5,26
2024-08-02 07:34:09.000,74.7,29.6,26
2024-08-02 07:44:09.000,73.9,29.7,26
2024-08-02 07:54:09.000,72.5,29.9,25.9
2024-08-02 08:04:09.000,72.3,30.1,26.1
2024-08-02 08:14:09.000,72,30.3,26.2
2024-08-02 08:24:09.000,72.3,30.4,26.3
2024-08-02 08:34:09.000,72.5,30.5,26.5
2024-08-02 08:44:09.000,72.5,30.6,26.6
2024-08-02 08:54:09.000,71.7,30.8,26.6
2024-08-02 09:04:09.000,70.9,31,26.7
2024-08-02 09:14:09.000,70.7,31.2,26.8
2024-08-02 09:24:09.000,68.6,31.3,26.6
2024-08-02 09:34:09.000,69.3,31.6,27
2024-08-02 09:44:09.000,68.9,31.6,26.9
2024-08-02 09:54:09.000,69.5,31.7,27.1
2024-08-02 10:04:09.000,68.5,31.7,26.9
2024-08-02 10:14:10.000,68.1,32,27.1
2024-08-02 10:24:10.000,66.2,32.1,27
2024-08-02 10:34:10.000,66.4,32.1,27
2024-08-02 10:44:10.000,67.1,32.3,27.2
2024-08-02 10:54:10.000,66.2,32.4,27.2
2024-08-02 11:04:10.000,64.7,32.4,27
2024-08-02 11:14:10.000,64.6,32.3,26.8
2024-08-02 11:24:10.000,64.6,32,26.6
2024-08-02 11:34:10.000,63.8,32.3,26.7
2024-08-02 11:44:10.000,65.8,32.4,27.1
2024-08-02 11:54:10.000,69.6,32.2,27.6
2024-08-02 12:04:10.000,69,31.8,27.1
2024-08-02 12:14:10.000,70.2,31.9,27.4
2024-08-02 12:24:10.000,69.2,32,27.3
2024-08-02 12:34:10.000,69.7,32.2,27.6
2024-08-02 12:44:10.000,69.7,32.1,27.5
2024-08-02 12:54:10.000,68.9,32.6,27.9
2024-08-02 13:04:10.000,67.5,33.1,28.1
2024-08-02 13:14:10.000,66.1,33.3,28
2024-08-02 13:24:10.000,66.3,33.4,28.1
2024-08-02 13:34:10.000,66,33.3,28
2024-08-02 13:44:10.000,67.9,32.8,27.9
2024-08-02 13:54:10.000,69.4,32.6,27.9
2024-08-02 14:04:10.000,68.5,32.7,27.8
2024-08-02 14:14:10.000,66.8,32.9,27.8
2024-08-02 14:24:10.000,66.3,33.1,27.8
2024-08-02 14:34:10.000,65,33.1,27.6
2024-08-02 14:44:10.000,64.4,33.1,27.6
2024-08-02 14:54:10.000,66,33.1,27.8
2024-08-02 15:04:10.000,65.8,32.9,27.6
2024-08-02 15:14:10.000,67.1,33,27.9
2024-08-02 15:24:10.000,64.8,33.2,27.7
2024-08-02 15:34:10.000,68.2,33.2,28.2
2024-08-02 15:44:10.000,69.9,32.9,28.3
2024-08-02 15:54:10.000,70.2,32.8,28.3
2024-08-02 16:04:10.000,69.9,32.9,28.3
2024-08-02 16:14:10.000,69,33,28.2
2024-08-02 16:24:10.000,68.1,32.8,27.9
2024-08-02 16:34:10.000,66.8,32.5,27.4
2024-08-02 16:44:10.000,68.6,32.4,27.6
2024-08-02 16:54:10.000,69.2,32.4,27.7
2024-08-02 17:04:10.000,69.7,32.3,27.7
2024-08-02 17:14:10.000,68.9,32.3,27.5
2024-08-02 17:24:10.000,72,32.3,28
2024-08-02 17:34:10.000,70.6,32.1,27.7
2024-08-02 17:44:10.000,72.3,31.9,27.8
2024-08-02 17:54:11.000,70.4,32,27.5
2024-08-02 18:04:11.000,72,31.9,27.7
2024-08-02 18:14:11.000,69.8,31.8,27.3
2024-08-02 18:24:11.000,73.6,31.9,27.9
2024-08-02 18:34:12.000,71.2,31.6,27.3
2024-08-02 18:44:12.000,72.7,31.6,27.6
2024-08-02 18:54:12.000,73.7,31.5,27.5
2024-08-02 19:04:12.000,72.3,31.6,27.4
2024-08-02 19:14:12.000,72.1,31.4,27.3
2024-08-02 19:24:12.000,71.9,31.6,27.4
2024-08-02 19:34:12.000,73.9,31.4,27.5
2024-08-02 19:44:12.000,73,31.5,27.5
2024-08-02 19:54:12.000,73.1,31.5,27.5
2024-08-02 20:04:12.000,74.5,31.4,27.6
2024-08-02 20:14:12.000,75.5,31.3,27.6
2024-08-02 20:24:12.000,74.2,31.2,27.4
2024-08-02 20:34:12.000,75.3,31.1,27.5
2024-08-02 20:44:12.000,75.7,31.2,27.6
2024-08-02 20:54:12.000,75.7,31.2,27.6
2024-08-02 21:04:12.000,76.4,31.1,27.6
2024-08-02 21:14:12.000,76.9,31.1,27.7
2024-08-02 21:24:12.000,78,31.1,27.9
2024-08-02 21:34:12.000,78.3,31,27.9
2024-08-02 21:44:12.000,78.7,31,27.9
2024-08-02 21:54:12.000,77.9,30.9,27.7
2024-08-02 22:04:12.000,78.3,30.9,27.8
2024-08-02 22:14:12.000,79.7,30.9,28
2024-08-02 22:24:12.000,79.9,30.9,28
2024-08-02 22:34:12.000,80.1,30.9,28
2024-08-02 22:44:12.000,80.1,30.9,28
2024-08-02 22:54:12.000,79.9,30.9,27.9
2024-08-02 23:04:12.000,79.5,30.8,27.9
2024-08-02 23:14:12.000,79.5,30.7,27.7
2024-08-02 23:24:12.000,77.3,30.7,27.4
2024-08-02 23:34:12.000,76.7,30.7,27.3
2024-08-02 23:44:12.000,75.9,30.7,27.2
2024-08-02 23:54:12.000,74.8,30.6,26.9
2024-08-03 00:04:12.000,74.2,30.6,26.8
2024-08-03 00:14:12.000,74.2,30.6,26.8
2024-08-03 00:24:12.000,74.2,30.5,26.8
2024-08-03 00:34:12.000,74,30.5,26.7
2024-08-03 00:44:12.000,74,30.5,26.7
2024-08-03 00:54:12.000,74.2,30.4,26.7
2024-08-03 01:04:12.000,74.9,30.4,26.8
2024-08-03 01:14:12.000,75.5,30.3,26.7
2024-08-03 01:24:12.000,75.9,30.1,26.6
2024-08-03 01:34:12.000,75.8,30.1,26.6
2024-08-03 01:44:12.000,76.1,30.1,26.6
2024-08-03 01:54:12.000,76.1,30,26.6
2024-08-03 02:04:12.000,76.2,30,26.6
2024-08-03 02:14:12.000,76.1,30,26.6
2024-08-03 02:24:12.000,75.9,30,26.6
2024-08-03 02:34:12.000,75.4,30,26.5
2024-08-03 02:44:12.000,74.9,30.1,26.5
2024-08-03 02:54:12.000,74.7,30.1,26.5
2024-08-03 03:04:12.000,74.8,30.1,26.4
2024-08-03 03:14:12.000,75.4,30,26.5
2024-08-03 03:24:12.000,75.1,30,26.4
2024-08-03 03:34:12.000,74.8,30.1,26.4
2024-08-03 03:44:12.000,74.2,30.1,26.4
2024-08-03 03:54:12.000,74.6,30.1,26.4
2024-08-03 04:04:12.000,78.3,29.7,26.6
2024-08-03 04:14:12.000,78.5,29.6,26.5
2024-08-03 04:24:12.000,78.6,29.6,26.5
2024-08-03 04:34:12.000,78.6,29.6,26.5
2024-08-03 04:44:12.000,78.2,29.6,26.5
2024-08-03 04:54:12.000,78.6,29.6,26.5
2024-08-03 05:04:12.000,79.6,29.4,26.5
2024-08-03 05:14:12.000,79,29.6,26.6
2024-08-03 05:24:12.000,78.5,29.6,26.6
2024-08-03 05:34:12.000,78,29.7,26.5
2024-08-03 05:44:12.000,78,29.6,26.5
2024-08-03 05:54:12.000,77.3,29.7,26.5
2024-08-03 06:04:12.000,76.4,29.8,26.4
2024-08-03 06:14:12.000,76.4,29.6,26.2
2024-08-03 06:24:12.000,77.1,29.4,26.2
2024-08-03 06:34:12.000,77.8,29.3,26.1
2024-08-03 06:44:12.000,77.6,29.3,26.1
2024-08-03 06:54:12.000,77,29.5,26.2
2024-08-03 07:04:12.000,76.1,29.7,26.2
2024-08-03 07:14:13.000,75.8,29.7,26.3
2024-08-03 07:24:13.000,76.1,29.7,26.3
2024-08-03 07:34:13.000,76.3,29.7,26.3
2024-08-03 07:44:13.000,74.7,29.8,26.1
2024-08-03 07:54:13.000,75.2,29.9,26.3
2024-08-03 08:04:13.000,75.5,30,26.5
2024-08-03 08:14:13.000,74.9,30.1,26.5
2024-08-03 08:24:13.000,73.9,30.3,26.5
2024-08-03 08:34:13.000,74.2,30.5,26.8
2024-08-03 08:44:13.000,74.4,30.7,27
2024-08-03 08:54:13.000,74.1,30.8,27
2024-08-03 09:04:13.000,73.3,31.1,27.2
2024-08-03 09:14:13.000,72.6,31.3,27.2
2024-08-03 09:24:13.000,70,31.5,27
2024-08-03 09:34:13.000,70.4,31.5,27.1
2024-08-03 09:44:13.000,70.1,31.8,27.3
2024-08-03 09:54:13.000,68.7,31.7,27
2024-08-03 10:04:13.000,69.4,31.7,27.1
2024-08-03 10:14:13.000,68,31.9,27
2024-08-03 10:24:13.000,68.9,32,27.2
2024-08-03 10:34:13.000,66.6,32.1,27
2024-08-03 10:44:13.000,66.6,32.1,27
2024-08-03 10:54:13.000,68.1,32.1,27.3
2024-08-03 11:04:13.000,67.5,32.3,27.3
2024-08-03 11:14:13.000,67.8,32.6,27.6
2024-08-03 11:24:13.000,66.7,32.5,27.4
2024-08-03 11:34:13.000,64.7,32.7,27.2
2024-08-03 11:44:13.000,64.7,32.9,27.4
2024-08-03 11:54:13.000,63.5,33.4,27.6
2024-08-03 12:04:13.000,63.3,34,28.1
2024-08-03 12:14:13.000,64.3,33.6,28
2024-08-03 12:24:13.000,64.1,33.9,28.2
2024-08-03 12:34:13.000,62.3,34,28
2024-08-03 12:44:13.000,60.6,34.5,28.2
2024-08-03 12:54:13.000,58.4,34.5,27.8
2024-08-03 13:04:13.000,58,34.7,27.9
2024-08-03 13:14:13.000,57.3,35.2,28.2
2024-08-03 13:24:13.000,58.3,35.1,28.3
2024-08-03 13:34:13.000,67,34.2,29
2024-08-03 13:44:13.000,67.3,33.4,28.3
2024-08-03 13:54:13.000,67.5,33,28
2024-08-03 14:04:13.000,67.2,33.1,28
2024-08-03 14:14:13.000,69,33.2,28.4
2024-08-03 14:24:13.000,66.7,34,28.8
2024-08-03 14:34:13.000,67.1,34.2,29
2024-08-03 14:44:13.000,66.1,34.2,28.8
2024-08-03 14:54:13.000,67.3,34.7,29.5
2024-08-03 15:04:13.000,68.9,34,29.2
2024-08-03 15:14:13.000,70.2,34.1,29.4
2024-08-03 15:24:13.000,71.4,34,29.5
2024-08-03 15:34:13.000,72.8,33.8,29.6
2024-08-03 15:44:13.000,69,34.4,29.5
2024-08-03 15:54:13.000,66.3,34.9,29.5
2024-08-03 16:04:13.000,66,35.1,29.6
2024-08-03 16:14:13.000,66.5,34.6,29.3
2024-08-03 16:24:13.000,66.1,34.6,29.2
2024-08-03 16:34:13.000,65.1,34.8,29.2
2024-08-03 16:44:13.000,67.2,34.6,29.4
2024-08-03 16:54:13.000,68.6,34.3,29.4
2024-08-03 17:04:13.000,72.8,33.3,29.1
2024-08-03 17:14:13.000,73.8,32.9,28.9
2024-08-03 17:24:13.000,75.4,32.8,29
2024-08-03 17:34:13.000,79.8,32.7,29.7
2024-08-03 17:44:13.000,83.6,31.8,29.4
2024-08-03 17:54:13.000,85.5,31.5,29.5
2024-08-03 18:04:13.000,82.9,31.4,28.9
2024-08-03 18:14:13.000,83.4,31.3,28.9
2024-08-03 18:24:13.000,83.9,31.1,28.8
2024-08-03 18:34:13.000,79.9,30.9,27.9
2024-08-03 18:44:13.000,83.4,31.2,28.8
2024-08-03 18:54:13.000,81.8,30.8,28.2
2024-08-03 19:04:13.000,82.8,31.4,28.9
2024-08-03 19:14:13.000,84.1,31.3,29
2024-08-03 19:24:13.000,83.5,31.3,28.9
2024-08-03 19:34:13.000,86.7,31.1,29.2
2024-08-03 19:44:13.000,86.2,31,29.1
2024-08-03 19:54:13.000,85.7,31.2,29.1
2024-08-03 20:04:13.000,85.8,31.4,29.4
2024-08-03 20:14:13.000,83.8,31,28.7
2024-08-03 20:24:13.000,85.9,31.3,29.3
2024-08-03 20:34:14.000,85.4,31.2,29.1
2024-08-03 20:44:14.000,84.2,30.5,28.2
2024-08-03 20:54:14.000,82.8,30.4,27.9
2024-08-03 21:04:14.000,83,30.2,27.8
2024-08-03 21:14:14.000,83.8,30,27.7
2024-08-03 21:24:14.000,83.3,30.1,27.7
2024-08-03 21:34:14.000,83.2,30.1,27.7
2024-08-03 21:44:14.000,83.8,30.1,27.8
2024-08-03 21:54:14.000,84.4,30,27.8
2024-08-03 22:04:14.000,85,29.6,27.5
2024-08-03 22:14:14.000,85.9,29.6,27.7
2024-08-03 22:24:14.000,86.5,29.6,27.7
2024-08-03 22:34:14.000,86.2,29.5,27.6
2024-08-03 22:44:14.000,86.4,29.3,27.4
2024-08-03 22:54:14.000,87.5,29.2,27.5
2024-08-03 23:04:14.000,88.2,29.2,27.6
2024-08-03 23:14:14.000,88.3,29.1,27.5
2024-08-03 23:24:14.000,88,29.1,27.5
2024-08-03 23:34:14.000,88.2,29,27.4
2024-08-03 23:44:14.000,88.5,28.9,27.3
2024-08-03 23:54:14.000,88.6,28.7,27.2
2024-08-04 00:04:14.000,88.8,28.7,27.2
2024-08-04 00:14:14.000,88.8,28.7,27.1
2024-08-04 00:24:14.000,89,28.5,27
2024-08-04 00:34:14.000,90.1,28.3,27
2024-08-04 00:44:14.000,90.8,28.3,27
2024-08-04 00:54:14.000,90.7,28.3,27
2024-08-04 01:04:14.000,90.7,28.2,27
2024-08-04 01:14:14.000,91.1,28.2,27
2024-08-04 01:24:14.000,91.4,28.3,27.1
2024-08-04 01:34:14.000,91.5,28.3,27.1
2024-08-04 01:44:14.000,90.3,28.1,26.8
2024-08-04 01:54:14.000,90.2,28.2,26.8
2024-08-04 02:04:14.000,89.5,28.2,26.7
2024-08-04 02:14:14.000,89.1,28.4,26.9
2024-08-04 02:24:14.000,88.9,28.5,27
2024-08-04 02:34:14.000,88.2,28.4,26.8
2024-08-04 02:44:14.000,88,28.5,26.8
2024-08-04 02:54:14.000,88,28.4,26.7
2024-08-04 03:04:14.000,88.1,28.4,26.7
2024-08-04 03:14:14.000,88.1,28.3,26.7
2024-08-04 03:24:14.000,87.8,28.4,26.7
2024-08-04 03:34:14.000,87.4,28.4,26.7
2024-08-04 03:44:14.000,87.2,28.5,26.7
2024-08-04 03:54:14.000,87.3,28.6,26.8
2024-08-04 04:04:14.000,87,28.6,26.8
2024-08-04 04:14:14.000,88.1,28.5,26.8
2024-08-04 04:24:14.000,87.6,28.6,26.9
2024-08-04 04:34:14.000,87.9,28.6,26.9
2024-08-04 04:44:14.000,87.4,28.7,27
2024-08-04 04:54:14.000,87.7,28.5,26.8
2024-08-04 05:04:14.000,86.7,28.7,26.8
2024-08-04 05:14:14.000,87.2,28.7,26.9
2024-08-04 05:24:14.000,86.8,28.7,26.9
2024-08-04 05:34:14.000,86.9,28.6,26.8
2024-08-04 05:44:14.000,87.1,28.6,26.8
2024-08-04 05:54:14.000,87.4,28.6,26.9
2024-08-04 06:04:14.000,86.7,28.7,26.9
2024-08-04 06:14:14.000,86.6,28.6,26.8
2024-08-04 06:24:14.000,87.1,28.5,26.7
2024-08-04 06:34:14.000,87.5,28.5,26.8
2024-08-04 06:44:14.000,87.3,28.6,26.9
2024-08-04 06:54:14.000,86.7,28.8,26.9
2024-08-04 07:04:14.000,85.5,28.9,26.9
2024-08-04 07:14:14.000,86.4,28.8,26.9
2024-08-04 07:24:14.000,85.9,28.8,26.9
2024-08-04 07:34:14.000,85.9,28.9,26.9
2024-08-04 07:44:14.000,85.4,29,27
2024-08-04 07:54:14.000,85.4,29.1,27.1
2024-08-04 08:04:14.000,85.4,29.1,27.1
2024-08-04 08:14:14.000,85,29.3,27.2
2024-08-04 08:24:14.000,83.7,29.6,27.3
2024-08-04 08:34:14.000,83.2,29.8,27.4
2024-08-04 08:44:14.000,82,29.9,27.3
2024-08-04 08:54:14.000,81.3,29.9,27.3
2024-08-04 09:04:14.000,81.1,30.1,27.4
2024-08-04 09:14:14.000,80.6,30.2,27.5
2024-08-04 09:24:14.000,80.5,30.3,27.5
2024-08-04 09:34:14.000,79.9,30.4,27.5
2024-08-04 09:44:14.000,80.2,30.2,27.4
2024-08-04 09:54:14.000,78.8,30.3,27.3
2024-08-04 10:04:14.000,79.4,30.7,27.7
2024-08-04 10:14:15.000,77.8,30.9,27.7
2024-08-04 10:24:15.000,77.4,31.2,27.9
2024-08-04 10:34:15.000,76,31.2,27.7
2024-08-04 10:44:15.000,75.2,31.8,28.1
2024-08-04 10:54:15.000,74,32.2,28.3
2024-08-04 11:04:15.000,72.6,32.2,28.1
2024-08-04 11:14:15.000,72.2,32.2,28
2024-08-04 11:24:15.000,73.1,32,28
2024-08-04 11:34:15.000,73.7,32.2,28.3
2024-08-04 11:44:15.000,72.3,32.1,27.9
2024-08-04 11:54:15.000,71.3,32.6,28.2
2024-08-04 12:04:15.000,69.4,33,28.3
2024-08-04 12:14:15.000,69.7,33,28.3
2024-08-04 12:24:15.000,71.9,32.9,28.6
2024-08-04 12:34:15.000,69.4,33.4,28.7
2024-08-04 12:44:15.000,68,33.7,28.7
2024-08-04 12:54:15.000,68.4,33.9,29
2024-08-04 13:04:15.000,68.6,34.1,29.2
2024-08-04 13:14:15.000,68.4,34.3,29.3
2024-08-04 13:24:15.000,66.8,34.4,29.1
2024-08-04 13:34:15.000,67.8,34.4,29.3
2024-08-04 13:44:15.000,66.5,34.2,28.9
2024-08-04 13:54:15.000,65.3,34.6,29.1
2024-08-04 14:04:15.000,69.6,33.5,28.8
2024-08-04 14:14:15.000,70.7,33,28.5
2024-08-04 14:24:15.000,72.9,32.7,28.6
2024-08-04 14:34:15.000,69.3,33,28.2
2024-08-04 14:44:15.000,71.5,33.1,28.7
2024-08-04 14:54:15.000,72.4,32.7,28.5
2024-08-04 15:04:15.000,69.6,32.5,27.9
2024-08-04 15:14:15.000,69.5,31.9,27.3
2024-08-04 15:24:15.000,72.5,31.5,27.4
2024-08-04 15:34:15.000,78.6,31.1,28
2024-08-04 15:44:15.000,82.1,30.7,28.2
2024-08-04 15:54:15.000,78.8,30.8,27.7
